"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-11-23",,"79","87","67"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-11-24",,"78",,"62"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-11-25",,"77","88","61"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-11-26",,"75","89","57"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-11-27",,"76","87","57"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-11-28",,"75","85","59"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-11-29",,"76",,"58"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-11-30",,"76","86","59"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-12-01",,"75","87","58"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-12-02",,"75","85","58"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-12-03",,"75","85","62"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-12-04",,"77",,"64"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-12-05",,"80",,"69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-12-06",,"80",,"70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-12-07",,"80","89","69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-12-08",,"79","87","69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-12-09",,"80",,"70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-12-10",,"80",,"69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-12-11",,"78",,"67"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-12-12",,"80",,"67"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-12-13",,"76","88","68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-12-14","1.85","72","84","65"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-12-15","0.00","74",,"65"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-12-16",,"72","81","62"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-12-17",,"66","81",
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-12-18","0.04","64","69","60"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-12-19","0.00","69",,"58"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-12-20",,"71",,"60"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-12-21",,"74",,"59"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-12-22",,"74","83","60"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-12-23",,"76","84","65"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-12-24",,"74",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-12-25",,"78",,"61"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-12-26",,"78",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-12-27",,"75","89",
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-12-28",,"67","85",
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-12-29",,"69","83","50"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-12-30",,"69","82","51"
"IN001080500","BEGUMPET OBSERVATORY, IN","2018-12-31",,"68","81","49"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-01-01",,"69",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-01-02",,"71",,"50"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-01-03",,"73","87","53"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-01-04",,"71","87","55"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-01-05",,"74",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-01-06",,"74","86","59"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-01-07",,"74",,"60"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-01-08",,"71","85",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-01-09",,"71",,"52"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-01-10",,"72","86","52"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-01-11",,"74",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-01-12",,"75","85","63"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-01-13",,"76",,"63"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-01-14",,"75","85","60"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-01-15",,"75","85","59"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-01-16",,"74","86",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-01-17",,"75","86",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-01-18",,"75",,"59"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-01-19",,"74","88",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-01-20",,"74",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-01-21",,"76",,"57"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-01-22",,"77",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-01-23",,"77","89","64"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-01-24",,"77","89",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-01-25",,"81",,"66"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-01-26",,"75","88",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-01-27","0.39","67","80",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-01-28","0.04","67",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-01-29","0.00","69",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-01-30",,"69",,"49"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-01-31",,"73",,"55"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-02-01",,"76",,"64"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-02-02",,"75","85","60"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-02-03",,"76","84","62"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-02-04",,"76","85",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-02-05",,"77",,"62"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-02-06",,"79",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-02-07",,"83",,"67"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-02-08",,"77","92","67"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-02-09",,"74","87",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-02-10",,"77",,"59"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-02-11",,"79","88","69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-02-12",,"78","87",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-02-13",,"79",,"67"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-02-14",,"81",,"65"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-02-15",,"85",,"68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-02-16","0.08","81","94","67"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-02-17","0.00","83",,"71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-02-18",,"82","93","69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-02-19",,"85",,"71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-02-20",,"83","95","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-02-21",,"85",,"70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-02-22",,"87",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-02-23",,"88",,"70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-02-24",,"89",,"69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-02-25",,"89",,"72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-02-26",,"85","99","69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-02-27",,"81","96","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-02-28",,"83",,"70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-03-01",,"81","92","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-03-02",,"83","92","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-03-03",,"86",,"71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-03-04",,"88",,"73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-03-05",,"86","99","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-03-06",,"84","96",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-03-07",,"84",,"64"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-03-08",,"86","96","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-03-09",,"87",,"74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-03-10",,"89",,"72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-03-11",,"90",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-03-12",,"90",,"74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-03-13",,"91",,"75"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-03-14",,"91",,"73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-03-15",,"90",,"72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-03-16",,"89",,"72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-03-17",,"87","99","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-03-18",,"85","98",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-03-19",,"89",,"71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-03-20",,"88",,"73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-03-21",,"88",,"72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-03-22",,"89",,"73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-03-23",,"91",,"76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-03-24",,"92",,"76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-03-25",,"90",,"76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-03-26",,"91",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-03-27",,"92",,"78"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-03-28",,"92",,"76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-03-29",,"91",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-03-30",,"93",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-03-31",,"94",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-04-01","0.01","94",,"80"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-04-02","0.00","94",,"79"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-04-03",,"89","105","76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-04-04",,"89","103","75"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-04-05",,"88","102",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-04-06","0.31","84",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-04-07",,"90",,"74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-04-08",,"89","103","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-04-09","0.00","87","101","76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-04-10",,"90",,"76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-04-11",,"93",,"78"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-04-12",,"90",,"77"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-04-13","0.12","93",,"75"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-04-14","0.00","94",,"78"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-04-15",,"94",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-04-16",,"92","104","78"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-04-17",,"93",,"78"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-04-18",,"91",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-04-19","0.79","87","102","69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-04-20","0.04","88",,"76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-04-21","0.00","92",,"75"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-04-22","0.00","86","100",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-04-23","0.12","89",,"70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-04-24","0.00","93",,"74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-04-25",,"95",,"76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-04-26",,"97",,"79"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-04-27",,"98",,"81"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-04-28",,"96",,"81"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-04-29",,"97",,"83"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-04-30",,"96","107","83"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-05-01",,"94",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-05-02",,"98","107","82"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-05-03",,"95","107","80"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-05-04",,"94","104",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-05-05",,"95",,"82"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-05-06",,"96","107",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-05-07",,"98","107","83"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-05-08",,"96","108",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-05-09",,"95","108",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-05-10",,"97",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-05-11",,"93","108",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-05-12","0.20","91","108","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-05-13","0.00","96",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-05-14",,"96","106","86"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-05-15",,"94",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-05-16",,"96",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-05-17",,"96","107",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-05-18",,"97","107",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-05-19",,"98",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-05-20",,"99",,"87"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-05-21","0.04","96","108",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-05-22","0.83","96","108","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-05-23","0.00","97",,"86"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-05-24",,"96","107","83"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-05-25",,"98",,"85"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-05-26",,"100",,"86"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-05-27",,"98","110","86"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-05-28",,"100",,"83"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-05-29",,"98","110",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-05-30",,"96","107","82"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-05-31",,"99",,"86"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-06-01",,"91","106","81"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-06-02",,"95",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-06-03",,"88","109",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-06-04",,"90","104",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-06-05",,"95",,"81"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-06-06",,"94",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-06-07",,"94","107",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-06-08","1.10","85","104","73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-06-09","0.00","92",,"81"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-06-10",,"94",,"80"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-06-11",,"93",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-06-12",,"91","101",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-06-13",,"89","100","79"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-06-14","0.00","90",,"78"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-06-15",,"92",,"79"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-06-16",,"92","101","82"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-06-17",,"91","101","77"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-06-18",,"92","99","81"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-06-19",,"92","101","81"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-06-20",,"90","101","80"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-06-21","0.00","84","99",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-06-22","0.31","83","98","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-06-23","0.00","82","89","79"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-06-24","0.01","85",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-06-25","1.42","84","94","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-06-26","0.00","87",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-06-27",,"87",,"77"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-06-28","0.04","85","96","77"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-06-29","0.00","81","89",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-06-30","0.08","79","89","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-07-01","0.00","80",,"75"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-07-02","0.08","81","85","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-07-03","0.00","83",,"75"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-07-04","0.02","83",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-07-05","0.01","81","92","76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-07-06","0.08","83",,"75"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-07-07","0.00","84",,"76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-07-08","0.01","85",,"77"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-07-09","0.02","85","94","77"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-07-10","0.03","85",,"76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-07-11","0.04","83","94",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-07-12","0.67","82","94","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-07-13","0.01","83",,"74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-07-14","0.20","85","95","73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-07-15","0.00","81","94",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-07-16","0.39","83",,"74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-07-17","0.04","85","94","76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-07-18","0.00","87","95","78"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-07-19","0.01","83","95",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-07-20","1.02","81","93","73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-07-21","0.00","83",,"76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-07-22","0.00","85",,"76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-07-23",,"84","93","76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-07-24",,"84","91","76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-07-25",,"83",,"77"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-07-26",,"79","92",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-07-27",,"80","85","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-07-28","0.00","76","84","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-07-29","0.35","76","80","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-07-30","0.28","77",,"71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-07-31","0.01","79",,"73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-08-01","0.08","78","87",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-08-02","0.59","74","86","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-08-03","1.89","75",,"72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-08-04","0.28","77",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-08-05","0.12","78",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-08-06","0.20","78","86","73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-08-07","0.12","77","84","73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-08-08","0.20","80","82","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-08-09","0.02","81",,"75"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-08-10","0.00","82",,"76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-08-11",,"83","89","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-08-12",,"80","89","75"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-08-13","0.00","81","89","76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-08-14","0.04","83",,"75"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-08-15","0.00","83","90","76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-08-16",,"84","91","76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-08-17",,"84","92","76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-08-18",,"80","91",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-08-19","0.12","82",,"75"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-08-20","0.00","83","91","77"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-08-21",,"82","91","77"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-08-22",,"81",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-08-23","0.39","78","92","73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-08-24","0.31","82",,"73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-08-25","0.20","82","91","73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-08-26","0.00","82",,"74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-08-27",,"83",,"73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-08-28",,"84",,"74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-08-29",,"85",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-08-30","0.31","80","94",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-08-31","0.24","79","90","73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-09-01","0.24","76","86","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-09-02","1.22","77","83","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-09-03","0.35","78","83","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-09-04","0.04","78",,"72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-09-05","0.16","80",,"72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-09-06","0.00","79","86","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-09-07","0.28","80","85","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-09-08","0.00","80",,"74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-09-09","0.00","79",,"74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-09-10","0.12","81",,"74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-09-11","0.00","81","88","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-09-12",,"79","87","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-09-13","0.00","81",,"74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-09-14","0.00","82",,"74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-09-15","0.03","81","91","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-09-16","0.00","82","88","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-09-17",,"81",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-09-18","1.26","79","90",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-09-19","0.00","78","86","75"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-09-20","0.63","78",,"74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-09-21","0.20","81",,"73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-09-22","0.00","79","91",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-09-23","0.01","82","91",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-09-24","0.16","77","91","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-09-25","2.95","78","87","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-09-26","1.50","79","86",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-09-27","3.54","78","84","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-09-28","0.00","80",,"73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-09-29",,"80","87",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-09-30",,"77",,"72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-10-01",,"81",,"72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-10-02",,"82",,"73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-10-03",,"80",,"74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-10-04",,"77","91",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-10-05",,"79","89","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-10-06","0.08","76",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-10-07","1.02","80","89","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-10-08","0.00","80","89","73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-10-09","0.16","77","89","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-10-10","0.47","77","88","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-10-11","0.20","78",,"71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-10-12","1.14","80",,"71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-10-13","0.04","80","90","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-10-14","0.01","82","89","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-10-15","0.00","81","89","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-10-16","0.12","75","89",
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-10-17","0.02","78",,"70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-10-18","0.12","79","86","73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2019-10-19","0.00","78","85","72"
